NEGERI,PPD,PARLIMEN,DUN,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,GRED,BANTUAN,BILSESI,SESI,ENROLMEN PRASEKOLAH,ENROLMEN,ENROLMEN KHAS,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY,SKM<=150
JOHOR,PPD MUAR, PAGOH, BUKIT KEPONG,Rendah,SK,JBA5031,SEKOLAH KEBANGSAAN LIANG BATU,"PETI SURAT A138, KG LIANG BATU",84040,LENGA,69712923,69712923,JBA5031@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,10,46,,13,ADA,TIADA,102.7876507,2.230285786,YA
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5032,SEKOLAH KEBANGSAAN PARIT KADZI,"889, JLN TEMENGGONG AHMAD",84000,MUAR,69506046,69506046,JBA5032@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,395,,30,ADA,TIADA,102.5754303,2.034264465,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5033,SEKOLAH KEBANGSAAN PARIT KEROMA,"KM.3.5, JALAN TEMENGGONG AHMAD",84000,MUAR,69812595,69812595,JBA5033@moe.edu.my,Bandar,SKM B,SK,1 Sesi,Pagi Sahaja,18,151,,14,ADA,TIADA,102.5911,2.0247,
JOHOR,PPD MUAR, BAKRI, SIMPANG JERAM,Rendah,SK,JBA5034,SEKOLAH KEBANGSAAN PARIT KEROMA DARAT,"PT KEROMA DARAT, JLN  DATO' HJ KOSAI",84000,MUAR,69813910,69813910,JBA5034@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,24,315,23,31,ADA,ADA,102.6073522,2.031565209,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5035,SEKOLAH KEBANGSAAN PARIT RAJA,"KM 5, JLN.TEMENGGONG AHMAD ",84000,MUAR ,69812814,69812814,JBA5035@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,390,,32,ADA,TIADA,102.599,2.012064,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5036,SEKOLAH KEBANGSAAN PARIT PINANG SERIBU,JALAN TEMENGGONG AHMAD,84150,PARIT JAWA,69872172,69872172,JBA5036@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,12,176,7,20,ADA,ADA,102.6238,1.985826,
JOHOR,PPD MUAR, BAKRI, BENTAYAN,Rendah,SK,JBA5037,SEKOLAH KEBANGSAAN PARIT SETONGKAT,KM 3 JLN SALLEH,84000,MUAR,69521540,69524540,JBA5037@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,64,718,42,61,ADA,ADA,102.5763,2.063329,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5040,SEKOLAH KEBANGSAAN PARIT BAKAR TENGAH,"KM 6, JLN TEMENGGONG AHMAD",84010,MUAR,69812704,69812704,JBA5040@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,44,274,24,30,ADA,ADA,102.6076,2.003354,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5041,SEKOLAH KEBANGSAAN PARIT BAKAR DARAT,"JKR 1275, KG PT BAKAR DARAT",84010,MUAR,69811412,69811412,JBA5041@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,16,100,,18,ADA,TIADA,102.6267,2.014469,YA
JOHOR,PPD MUAR, BAKRI, BUKIT NANING,Rendah,SK,JBA5042,SEKOLAH KEBANGSAAN PARIT ZAIN,"KG PARIT ZAIN, BATU 6 JLN. BAKRI",84200,MUAR,69869105,69869105,JBA5042@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,54,454,13,43,ADA,ADA,102.6627,2.05417,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5043,SEKOLAH KEBANGSAAN PARIT JAWA,JLN TEMENGGONG AHMAD,84150,PARIT JAWA,69874211,69874211,JBA5043@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,68,450,20,44,ADA,ADA,102.6427,1.960122,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5044,SEKOLAH KEBANGSAAN PARIT SAMSU,"KM 10, JLN TEMENGGONG AHMAD",84150,PARIT JAWA,69875505,69875505,JBA5044@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,14,127,,17,ADA,TIADA,102.6276737,1.978204076,YA
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5046,SEKOLAH KEBANGSAAN PARIT PECHAH,"KG PARIT PECHAH, PARIT JAWA",84160,MUAR,69883005,69883005,JBA5046@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,20,151,16,20,ADA,ADA,102.6712,1.926902,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5047,SEKOLAH KEBANGSAAN PARIT NAWI,"PETI SURAT NO.1, PARIT JAWA ",84150,PARIT JAWA ,69881892,69881892,JBA5047@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,22,139,,17,ADA,TIADA,102.7186,1.955189,YA
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5048,SEKOLAH KEBANGSAAN PARIT LATIFF,PARIT LATIFF (MUAR),83600,SEMERAH,74213837,74213837,JBA5048@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,13,162,,18,ADA,TIADA,102.788056,1.939444,
JOHOR,PPD MUAR, PAGOH, BUKIT PASIR,Rendah,SK,JBA5051,SEKOLAH KEBANGSAAN PANCHOR,"KG MELAYU, PANCHOR",84500,MUAR,69737751,69737751,JBA5051@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,50,319,,30,ADA,TIADA,102.7066782,2.173924945,
JOHOR,PPD MUAR, PAGOH, BUKIT PASIR,Rendah,SK,JBA5052,SEKOLAH KEBANGSAAN PANJANG SARI,KG PANJANG SARI,84600,PAGOH,69748614,69748614,JBA5052@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,26,220,,23,ADA,TIADA,102.7554449,2.111353122,
JOHOR,PPD MUAR, PAGOH, BUKIT KEPONG,Rendah,SK,JBA5054,SEKOLAH KEBANGSAAN PAYA REDAN,"BATU 19, KG PAYA REDAN",84600,PAGOH,69748549,69748549,JBA5054@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,17,204,,22,ADA,TIADA,102.7848916,2.156425325,
JOHOR,PPD MUAR, PAGOH, BUKIT PASIR,Rendah,SK,JBA5055,SEKOLAH KEBANGSAAN PAYA PANJANG,"BT9, KG PAYA PANJANG",84300,BUKIT PASIR,69857945,69857945,JBA5055@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,20,116,,16,ADA,TIADA,102.6590527,2.109670966,YA
JOHOR,PPD MUAR, PAGOH, BUKIT KEPONG,Rendah,SK,JBA5056,SEKOLAH KEBANGSAAN PEKAN PAGOH,KM 33 PEKAN PAGOH,84600,PAGOH,69747803,69747803,JBA5056@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,38,229,30,33,ADA,ADA,102.7768,2.154792,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5057,SEKOLAH KEBANGSAAN PEKAN BAHARU,KAMPUNG BALI  PARIT YUSOF SEMERAH,83600,BATU PAHAT,74162194,74162194,JBA5057@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,38,264,17,30,ADA,ADA,102.766,1.893848,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5060,SEKOLAH KEBANGSAAN PARIT BULAT,W/P SERI MENANTI,84160,MUAR,69883510,69883510,JBA5060@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,13,72,,13,ADA,TIADA,102.7111,1.936714,YA
JOHOR,PPD MUAR, PAGOH, BUKIT KEPONG,Rendah,SK,JBA5062,SEKOLAH KEBANGSAAN RENCHONG,"JKR 2179,KAMPUNG RENCHONG",84600,PAGOH,69713303,69713303,JBA5062@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,7,57,,13,ADA,TIADA,102.7792,2.204935,YA
JOHOR,PPD MUAR, BAKRI, SIMPANG JERAM,Rendah,SK,JBA5067,SEKOLAH KEBANGSAAN SIMPANG JERAM,"KM 6, JLN BAKRI",84000,MUAR,69860340,69860340,JBA5067@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,20,338,17,32,ADA,ADA,102.6136,2.049576,
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK,JBA5069,SEKOLAH KEBANGSAAN SERI JONG,"KM 3, JLN ABDUL RAHMAN",84000,MUAR,69541923,69541923,JBA5069@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,27,431,23,34,ADA,ADA,102.5802811,2.02109019,
JOHOR,PPD MUAR, BAKRI, SIMPANG JERAM,Rendah,SK,JBA5070,SEKOLAH KEBANGSAAN SERI BUKIT BATU,"JKR 1821, SERI BUKIT BATU",84000,MUAR,69866197,69866197,JBA5070@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,172,,18,ADA,TIADA,102.6298,2.069259,
JOHOR,PPD MUAR, BAKRI, BUKIT NANING,Rendah,SK,JBA5071,SEKOLAH KEBANGSAAN PARIT NO. 5,"JLN YUSOF, MUAR",83600,SEMERAH,74213584,TIADA,JBA5071@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,46,272,11,32,ADA,ADA,102.7686,1.972786,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5072,SEKOLAH KEBANGSAAN SERI MENANTI,"KM 22, JALAN MUAR-BATU PAHAT, PARIT JAWA",84160,MUAR,TIADA,TIADA,JBA5072@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,21,111,,17,ADA,TIADA,102.6884,1.910369,YA
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5074,SEKOLAH KEBANGSAAN SIMPANG 4,"SIMPANG  4, PARIT  JAMIL",84150,PARIT JAWA,69872669,69872669,JBA5074@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,11,47,,13,ADA,TIADA,102.6921,1.961993,YA
JOHOR,PPD MUAR, PAGOH, BUKIT PASIR,Rendah,SK,JBA5083,SEKOLAH KEBANGSAAN SUNGAI RAYA,"KM 10, JLN BUKIT PASIR",84300,BUKIT PASIR,69850681,69850681,JBA5083@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,15,174,,20,ADA,TIADA,102.6248,2.093736,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5084,SEKOLAH KEBANGSAAN ORANGKAYA ALI,KG SUNGAI RESIK,83610,SUNGAI BALANG,69883001,69883001,JBA5084@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,52,333,17,34,ADA,ADA,102.7371468,1.90852483,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5085,SEKOLAH KEBANGSAAN SG BALANG DARAT,"WAKIL POS, SG BALANG BESAR ",83610,SUNGAI BALANG ,74213696,74213696,JBA5085@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,26,104,,16,ADA,TIADA,102.7537,1.947409,YA
JOHOR,PPD MUAR, PAGOH, BUKIT PASIR,Rendah,SK,JBA5087,SEKOLAH KEBANGSAAN SEMASEH,JKR 1944 KG SEMASEH ,84500,PANCHOR ,69737361,69737361,JBA5087@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,17,82,,14,ADA,TIADA,102.7039,2.199249,YA
JOHOR,PPD MUAR, PAGOH, BUKIT PASIR,Rendah,SK,JBA5090,SEKOLAH KEBANGSAAN TEMIANG,"KM 6, JALAN SALLEH",84000,MUAR,69513934,69539394,JBA5090@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,48,355,,30,ADA,TIADA,102.5865622,2.087343426,
JOHOR,PPD MUAR, MUAR, SUNGAI BALANG,Rendah,SK,JBA5093,SEKOLAH KEBANGSAAN TANJONG TOHOR,"SUNGAI PULAI, SERI MENANTI",84160,PARIT JAWA,69883682,69883682,JBA5093@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,0,64,,12,TIADA,TIADA,102.7029064,1.890867088,YA
JOHOR,PPD MUAR, MUAR, MAHARANI,Rendah,SK KHAS,JBA5094,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS MUAR,JALAN TUNKU BENDAHARA,84000,MUAR,69515022,69515022,JBA5094@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,10,47,,30,ADA,TIADA,102.5767332,2.038056977,
JOHOR,PPD MUAR, BAKRI, SIMPANG JERAM,Rendah,SK,JBA5095,SEKOLAH KEBANGSAAN SUNGAI ABONG,JLN SUNGAI ABONG,84000,MUAR,69549634,69540854,JBA5095@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,52,557,37,45,ADA,ADA,102.6018,2.06543,
JOHOR,PPD MUAR, PAGOH, BUKIT KEPONG,Rendah,SK,JBA5096,SEKOLAH KEBANGSAAN FELCRA BUKIT KEPONG,FELCRA BUKIT KEPONG,84030,MUAR,79237972,TIADA,JBA5096@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,26,217,,20,ADA,TIADA,102.9166587,2.381093436,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6001,SEKOLAH KEBANGSAAN RIMBA TERJUN,KG. RIMBA TERJUN ,82000,PONTIAN,76876320,76876320,JBA6001@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,251,12,25,ADA,ADA,103.4041009,1.456072207,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6002,SEKOLAH KEBANGSAAN PARIT RAMBAI,KAMPUNG PARIT RAMBAI,82000,PONTIAN,76860305,76860305,JBA6002@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,25,127,,16,ADA,TIADA,103.4369928,1.443171634,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6003,SEKOLAH KEBANGSAAN PARIT SULAIMAN,PETI SURAT 25,82000,PONTIAN,76869709,76869709,JBA6003@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,17,75,,13,ADA,TIADA,103.458282,1.432877,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6004,SEKOLAH KEBANGSAAN RAMBAH,KG. RAMBAH,82000,PONTIAN,76878781,76878781,jba6004@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,165,,17,ADA,TIADA,103.412985,1.438630319,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6005,SEKOLAH KEBANGSAAN SERI BUNIAN,"BATU 33,JLN JOHOR",82000,PONTIAN,76860380,76860380,JBA6005@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,310,,27,ADA,TIADA,103.44574,1.491529062,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6006,SEKOLAH KEBANGSAAN SUNGAI BUNYI,"KM 56, JALAN JOHOR",82000,PONTIAN,76875492,76875493,JBA6006@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,27,594,37,46,ADA,ADA,103.419964,1.475112,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6007,SEKOLAH KEBANGSAAN TELOK KERANG,KG TELOK KERANG,82020,PONTIAN,76868852,76868852,JBA6007@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,186,17,20,ADA,ADA,103.4252891,1.414171795,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6009,SEKOLAH KEBANGSAAN KAMPONG BAHARU,JALAN KUKUP - PONTIAN,82300,KUKUP,TIADA,TIADA,JBA6009@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,16,59,,13,ADA,TIADA,103.4613725,1.378000766,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6010,SEKOLAH KEBANGSAAN SUNGAI BOH,KG SUNGAI BOH,82300,KUKUP,76960705,76960705,JBA6010@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,20,84,4,16,ADA,ADA,103.51096,1.352706784,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6011,SEKOLAH KEBANGSAAN BELOKOK,TELOK KERANG,82020,PONTIAN,76862261,76862261,JBA6011@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,16,45,,13,ADA,TIADA,103.4689406,1.428097563,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6012,SEKOLAH KEBANGSAAN SERKAT,PEKAN SERKAT,82030,PONTIAN,76961592,76961592,JBA6012@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,217,,22,ADA,TIADA,103.4880487,1.303098829,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6013,SEKOLAH KEBANGSAAN PERMAS KELAPA,KG. PERMAS KELAPA,82300,KUKUP,76961568,76961568,JBA6013@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,17,94,,14,ADA,TIADA,103.4792691,1.360089171,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6014,SEKOLAH KEBANGSAAN SERI SINARAN CHOKOH,KG.CHOKOH,82030,PONTIAN,76961962,76961962,JBA6014@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,20,119,,14,ADA,TIADA,103.5048386,1.321604113,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6015,SEKOLAH KEBANGSAAN SUNGAI DURIAN,"BANDAR PERMAS, KUKUP",82300,PONTIAN,76960282,76960282,JBA6015@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,26,250,,22,ADA,TIADA,103.4594203,1.33808633,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6016,SEKOLAH KEBANGSAAN JERAM BATU,KG JERAM BATU,81500,PEKAN NANAS,103018724,TIADA,JBA6016@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,26,157,,16,ADA,TIADA,103.521068,1.468026556,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6017,SEKOLAH KEBANGSAAN PENGKALAN RAJA,BATU 29 PENGKALAN RAJA,81500,PEKAN NANAS,76993921,76993921,JBA6017@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,225,,25,ADA,TIADA,103.4870656,1.517996268,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6018,SEKOLAH KEBANGSAAN KAMPONG SAWAH,KM 4.8 JALAN SAWAH,81500,PEKAN NANAS,76996618,76996618,JBA6018@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,427,,33,ADA,TIADA,103.4938791,1.543568511,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6019,SEKOLAH KEBANGSAAN PEKAN NANAS,"JALAN SAWAH, PEKAN NANAS",81500,PONTIAN,76996706,76996706,JBA6019@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,27,649,,46,ADA,TIADA,103.5137059,1.513096693,
JOHOR,PPD PONTIAN, TANJUNG PIAI, KUKUP,Rendah,SK,JBA6020,SEKOLAH KEBANGSAAN PENEROK,KG. PENEROK,82300,KUKUP,76961654,76961654,JBA6020@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,23,138,10,19,ADA,ADA,103.4421714,1.380642126,YA
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6021,SEKOLAH KEBANGSAAN BANDAR PONTIAN,1021 JLN ALSAGOFF,82000,PONTIAN,76876877,76869107,JBA6021@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,50,902,10,74,ADA,ADA,103.3876847,1.491630309,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6022,SEKOLAH KEBANGSAAN PARIT KUDUS,KAMPUNG PARIT KUDUS,82000,PONTIAN,76864844,76864844,JBA6022@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,285,37,32,ADA,ADA,103.4255447,1.527664004,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6023,SEKOLAH KEBANGSAAN PARIT PATAH,KAMPUNG PARIT PATAH,82000,PONTIAN,76873076,76873076,JBA6023@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,19,221,,18,ADA,TIADA,103.4197877,1.50202373,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6024,SEKOLAH KEBANGSAAN TG AYER HITAM,JALAN KOLAM AIR KAYU ARA PASONG,82010,PONTIAN,76952426,76952426,JBA6024@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,21,115,,13,ADA,TIADA,103.4163035,1.565663315,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6025,SEKOLAH KEBANGSAAN PARIT SELANGOR,"BATU 32, JALAN JOHOR",81500,PEKAN NANAS,76879178,76879178,JBA6025@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,12,152,,17,ADA,TIADA,103.442426,1.525348515,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6026,SEKOLAH KEBANGSAAN PARIT HJ ADNAN,PARIT HAJI ADNAN,81500,PEKAN NANAS,76952826,TIADA,jba6026@moe.edu.my,Luar Bandar,C,SK,1 Sesi,Pagi Sahaja,7,131,,16,ADA,TIADA,103.4469179,1.580371027,YA
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6027,SEKOLAH KEBANGSAAN SERI BUKIT PANJANG,"JKR 1646, BT. 30 1/2 JALAN JOHOR",81500,PEKAN NANAS,76996102,TIADA,JBA6027@moe.edu.my,Luar Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,25,90,,13,ADA,TIADA,103.4670029,1.544772886,YA
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6028,SEKOLAH KEBANGSAAN PONTIAN BESAR,JALAN PARIT IBRAHIM,82000,PONTIAN,76860572,76860572,JBA6028@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,293,,28,ADA,TIADA,103.387183,1.508793021,
JOHOR,PPD PONTIAN, TANJUNG PIAI, PEKAN NANAS,Rendah,SK,JBA6029,SEKOLAH KEBANGSAAN MELAYU RAYA,KG MELAYU RAYA,81500,PEKAN NANAS  PONTIAN,1157563912,TIADA,JBA6029@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,388,17,33,ADA,ADA,103.4777429,1.603399294,
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6030,SEKOLAH KEBANGSAAN API API,"PARIT 2, KAMPUNG API-API",82000,PONTIAN,76952429,,JBA6030@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,27,334,,30,ADA,TIADA,103.369689,1.532387128,
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6031,SEKOLAH KEBANGSAAN KAYU ARA PASONG,"JKR 1632,KAYU ARA PASONG",82010,PONTIAN,76951512,76951512,JBA6031@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,27,340,9,31,ADA,ADA,103.4031882,1.562691095,
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6032,SEKOLAH KEBANGSAAN PARIT SAPRAN,KAYU ARA PASONG,82000,PONTIAN,76951726,76951726,JBA6032@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,18,145,7,19,ADA,ADA,103.3876983,1.560202969,YA
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6033,SEKOLAH KEBANGSAAN PULAI SEBATANG,KG. PULAI SEBATANG,82100,AYER BALOI,76933349,76933349,JBA6033@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,23,169,,17,ADA,TIADA,103.3471743,1.577128731,
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6034,SEKOLAH KEBANGSAAN KAMPONG JAWA,"JKR 2034, JALAN KAMPONG. JAWA",82100,PONTIAN,76933394,0,JBA6034@moe.edu.my,Bandar,SKM C,SK,1 Sesi,Pagi Sahaja,26,98,,14,ADA,TIADA,103.3709669,1.596978731,YA
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6035,SEKOLAH KEBANGSAAN AYER BALOI,KG. AYER BALOI,82100,AYER BALOI,76931134,76931134,JBA6035@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,25,392,31,43,ADA,ADA,103.3296964,1.593024189,
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6036,SEKOLAH KEBANGSAAN SERI PULAI,"KG.PT. HJ. ABDUL KARIM, AYER BALOI",82100,PONTIAN,76933352,76933352,jba6036@moe.edu.my,Bandar,C,SK,1 Sesi,Pagi Sahaja,25,139,,17,ADA,TIADA,103.36541,1.607281525,YA
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6037,SEKOLAH KEBANGSAAN SANGLANG,PEKAN SANGLANG AYER BALOI,82100,PONTIAN,76904048,76904048,JBA6037@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,143,7,21,ADA,ADA,103.3005709,1.628860756,YA
JOHOR,PPD PONTIAN, PONTIAN, PULAI SEBATANG,Rendah,SK,JBA6038,SEKOLAH KEBANGSAAN SERI SEKAWAN DESA,KAMPONG PARIT KAHAR,82100,AYER BALOI,76933010,76933010,JBA6038@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,173,,19,ADA,TIADA,103.342853,1.627514573,
JOHOR,PPD PONTIAN, PONTIAN, BENUT,Rendah,SK,JBA6039,SEKOLAH KEBANGSAAN SERI ANOM,"KG.PARIT SATU, SANGLANG, AYER BALOI",82100,PONTIAN,197710554,TIADA,JBA6039@moe.edu.my,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,25,129,,17,ADA,TIADA,103.3344747,1.652076991,YA
